regimen_name,regimen_id,ingredient_name,ingredient_concept_id
"FEAM, then auto HSCT",35805070,Melphalan,1301267
"FEAM, then auto HSCT",35805070,Cytarabine,1311078
"FEAM, then auto HSCT",35805070,Etoposide,1350504
"Fludarabine, Busulfan, ATG, Ibritumomab tiuxetan, then allo HSCT",35805071,rituximab,1314273
"Fludarabine, Busulfan, ATG, Ibritumomab tiuxetan, then allo HSCT",35805071,Busulfan,1333357
"Fludarabine, Busulfan, ATG, Ibritumomab tiuxetan, then allo HSCT",35805071,fludarabine,1395557
"Fludarabine, Busulfan, ATG, Ibritumomab tiuxetan, then allo HSCT",35805071,ibritumomab tiuxetan,19068830
"LEED, then auto HSCT",35805072,Melphalan,1301267
"LEED, then auto HSCT",35805072,Cyclophosphamide,1310317
"LEED, then auto HSCT",35805072,Etoposide,1350504
"LEED, then auto HSCT",35805072,Dexamethasone,1518254
Axicabtagene ciloleucel monotherapy,35805074,Axicabtagene ciloleucel,792844
Axicabtagene ciloleucel monotherapy,35805074,Cyclophosphamide,1310317
Axicabtagene ciloleucel monotherapy,35805074,fludarabine,1395557
Everolimus monotherapy,35805075,everolimus,19011440
Everolimus and Rituximab,35805076,rituximab,1314273
Everolimus and Rituximab,35805076,everolimus,19011440
GVD,35805077,gemcitabine,1314924
GVD,35805077,vinorelbine,1343346
GVD,35805077,doxorubicin liposome,19051649
Oxaliplatin monotherapy,35805078,oxaliplatin,1318011
Panobinostat and Rituximab,35805079,rituximab,1314273
Panobinostat and Rituximab,35805079,panobinostat,46221435
R-CVEP,35805081,Cyclophosphamide,1310317
R-CVEP,35805081,rituximab,1314273
R-CVEP,35805081,Vorinostat,1337651
R-CVEP,35805081,Etoposide,1350504
R-CVEP,35805081,Prednisone,1551099
R-GemOx,35805082,rituximab,1314273
R-GemOx,35805082,gemcitabine,1314924
R-GemOx,35805082,oxaliplatin,1318011
R-INO,35805083,inotuzumab ozogamicin,794068
R-INO,35805083,rituximab,1314273
TTR,35805084,rituximab,1314273
TTR,35805084,Paclitaxel,1378382
TTR,35805084,Topotecan,1378509
ABP,35805085,Bleomycin,1329241
ABP,35805085,Doxorubicin,1338512
ABP,35805085,Prednisone,1551099
ACOMLA,35805086,Methotrexate,1305058
ACOMLA,35805086,Vincristine,1308290
ACOMLA,35805086,Cyclophosphamide,1310317
ACOMLA,35805086,Cytarabine,1311078
ACOMLA,35805086,Doxorubicin,1338512
BCOP,35805087,Vincristine,1308290
BCOP,35805087,Cyclophosphamide,1310317
BCOP,35805087,Carmustine,1350066
BCOP,35805087,Prednisone,1551099
CAP-BOP,35805088,Vincristine,1308290
CAP-BOP,35805088,Cyclophosphamide,1310317
CAP-BOP,35805088,Bleomycin,1329241
CAP-BOP,35805088,Doxorubicin,1338512
CAP-BOP,35805088,Procarbazine,1351779
CAP-BOP,35805088,Prednisone,1551099
CCOP,35805089,Vincristine,1308290
CCOP,35805089,Cyclophosphamide,1310317
CCOP,35805089,Prednisone,1551099
CCOP,35805089,doxorubicin liposome,19051649
CEEP,35805090,Cyclophosphamide,1310317
CEEP,35805090,Epirubicin,1344354
CEEP,35805090,Prednisone,1551099
CEEP,35805090,Vindesine,19008336
CEOP,35805091,Vincristine,1308290
CEOP,35805091,Cyclophosphamide,1310317
CEOP,35805091,Epirubicin,1344354
CEOP,35805091,Prednisone,1551099
CHOP Modified,35805092,Vincristine,1308290
CHOP Modified,35805092,Cyclophosphamide,1310317
CHOP Modified,35805092,Doxorubicin,1338512
CHOP Modified,35805092,Prednisone,1551099
CHOP-BCG,35805093,Vincristine,1308290
CHOP-BCG,35805093,Cyclophosphamide,1310317
CHOP-BCG,35805093,Doxorubicin,1338512
CHOP-BCG,35805093,Prednisone,1551099
CHOP-B,35805094,Vincristine,1308290
CHOP-B,35805094,Cyclophosphamide,1310317
CHOP-B,35805094,Bleomycin,1329241
CHOP-B,35805094,Doxorubicin,1338512
CHOP-B,35805094,Prednisone,1551099
C-MOPP,35805095,Vincristine,1308290
C-MOPP,35805095,Cyclophosphamide,1310317
C-MOPP,35805095,Procarbazine,1351779
C-MOPP,35805095,Prednisone,1551099
CNOP,35805096,Vincristine,1308290
CNOP,35805096,Mitoxantrone,1309188
CNOP,35805096,Cyclophosphamide,1310317
CNOP,35805096,Prednisone,1551099
COP-Bleo,35805097,Vincristine,1308290
COP-Bleo,35805097,Cyclophosphamide,1310317
COP-Bleo,35805097,Bleomycin,1329241
COP-Bleo,35805097,Prednisone,1551099
DICEP,35805098,Cyclophosphamide,1310317
DICEP,35805098,Etoposide,1350504
DICEP,35805098,Cisplatin,1397599
F-MACHOP,35805099,Fluorouracil,955632
F-MACHOP,35805099,Methotrexate,1305058
F-MACHOP,35805099,Vincristine,1308290
F-MACHOP,35805099,Cyclophosphamide,1310317
F-MACHOP,35805099,Cytarabine,1311078
F-MACHOP,35805099,Doxorubicin,1338512
F-MACHOP,35805099,Prednisone,1551099
HOP,35805100,Vincristine,1308290
HOP,35805100,Doxorubicin,1338512
HOP,35805100,Prednisone,1551099
LD-ACOP-B,35805101,Vincristine,1308290
LD-ACOP-B,35805101,Cyclophosphamide,1310317
LD-ACOP-B,35805101,Bleomycin,1329241
LD-ACOP-B,35805101,Doxorubicin,1338512
LD-ACOP-B,35805101,Prednisone,1551099
MACOP-B,35805102,Methotrexate,1305058
MACOP-B,35805102,Vincristine,1308290
MACOP-B,35805102,Cyclophosphamide,1310317
MACOP-B,35805102,Bleomycin,1329241
MACOP-B,35805102,Doxorubicin,1338512
MACOP-B,35805102,Prednisone,1551099
m-BACOD,35805103,Methotrexate,1305058
m-BACOD,35805103,Vincristine,1308290
m-BACOD,35805103,Cyclophosphamide,1310317
m-BACOD,35805103,Bleomycin,1329241
m-BACOD,35805103,Doxorubicin,1338512
m-BACOD,35805103,Dexamethasone,1518254
m-BNCOD,35805104,Methotrexate,1305058
m-BNCOD,35805104,Vincristine,1308290
m-BNCOD,35805104,Mitoxantrone,1309188
m-BNCOD,35805104,Cyclophosphamide,1310317
m-BNCOD,35805104,Bleomycin,1329241
m-BNCOD,35805104,Dexamethasone,1518254
P/DOCE,35805105,Vincristine,1308290
P/DOCE,35805105,Cyclophosphamide,1310317
P/DOCE,35805105,Doxorubicin,1338512
P/DOCE,35805105,Etoposide,1350504
P/DOCE,35805105,Prednisone,1551099
PACEBOM,35805106,Methotrexate,1305058
PACEBOM,35805106,Vincristine,1308290
PACEBOM,35805106,Cyclophosphamide,1310317
PACEBOM,35805106,Bleomycin,1329241
PACEBOM,35805106,Doxorubicin,1338512
PACEBOM,35805106,Etoposide,1350504
PACEBOM,35805106,prednisolone,1550557
PEN,35805107,Mitoxantrone,1309188
PEN,35805107,Etoposide,1350504
PEN,35805107,Prednisone,1551099
PMitCEBO,35805108,Vincristine,1308290
PMitCEBO,35805108,Mitoxantrone,1309188
PMitCEBO,35805108,Cyclophosphamide,1310317
PMitCEBO,35805108,Bleomycin,1329241
PMitCEBO,35805108,Etoposide,1350504
PMitCEBO,35805108,prednisolone,1550557
ProMACE-CytaBOM,35805109,Methotrexate,1305058
ProMACE-CytaBOM,35805109,Vincristine,1308290
ProMACE-CytaBOM,35805109,Cyclophosphamide,1310317
ProMACE-CytaBOM,35805109,Cytarabine,1311078
ProMACE-CytaBOM,35805109,Bleomycin,1329241
ProMACE-CytaBOM,35805109,Doxorubicin,1338512
ProMACE-CytaBOM,35805109,Etoposide,1350504
ProMACE-CytaBOM,35805109,Prednisone,1551099
ProMACE-MOPP,35805110,Methotrexate,1305058
ProMACE-MOPP,35805110,Vincristine,1308290
ProMACE-MOPP,35805110,Cyclophosphamide,1310317
ProMACE-MOPP,35805110,Doxorubicin,1338512
ProMACE-MOPP,35805110,Etoposide,1350504
ProMACE-MOPP,35805110,Procarbazine,1351779
ProMACE-MOPP,35805110,Mechlorethamine,1394337
ProMACE-MOPP,35805110,Prednisone,1551099
VABE,35805111,Vincristine,1308290
VABE,35805111,Bleomycin,1329241
VABE,35805111,Doxorubicin,1338512
VABE,35805111,Etoposide,1350504
VABE,35805111,Prednisone,1551099
VACOP-B,35805112,Vincristine,1308290
VACOP-B,35805112,Cyclophosphamide,1310317
VACOP-B,35805112,Bleomycin,1329241
VACOP-B,35805112,Doxorubicin,1338512
VACOP-B,35805112,Etoposide,1350504
VACOP-B,35805112,Prednisone,1551099
VCAP,35805113,Cyclophosphamide,1310317
VCAP,35805113,Doxorubicin,1338512
VCAP,35805113,Prednisone,1551099
VCAP,35805113,Vindesine,19008336
VEPA,35805114,Vincristine,1308290
VEPA,35805114,Cyclophosphamide,1310317
VEPA,35805114,Doxorubicin,1338512
VEPA,35805114,prednisolone,1550557
VNCOP-B,35805115,Vincristine,1308290
VNCOP-B,35805115,Mitoxantrone,1309188
VNCOP-B,35805115,Cyclophosphamide,1310317
VNCOP-B,35805115,Bleomycin,1329241
VNCOP-B,35805115,Etoposide,1350504
VNCOP-B,35805115,Prednisone,1551099
VR-CHOP,35805116,Vincristine,1308290
VR-CHOP,35805116,Cyclophosphamide,1310317
VR-CHOP,35805116,rituximab,1314273
VR-CHOP,35805116,bortezomib,1336825
VR-CHOP,35805116,Doxorubicin,1338512
VR-CHOP,35805116,Prednisone,1551099
EPIC regimen,35805117,Carboplatin,1344905
EPIC regimen,35805117,Etoposide,1350504
EPIC regimen,35805117,prednisolone,1550557
EPIC regimen,35805117,Ifosfamide,19078187
MINE,35805118,Mitoxantrone,1309188
MINE,35805118,Etoposide,1350504
MINE,35805118,Mesna,1354698
MINE,35805118,Ifosfamide,19078187
ESHAP,35805119,Cytarabine,1311078
ESHAP,35805119,Etoposide,1350504
ESHAP,35805119,Cisplatin,1397599
ESHAP,35805119,Methylprednisolone,1506270
VIM,35805120,Mitoxantrone,1309188
VIM,35805120,Etoposide,1350504
VIM,35805120,Ifosfamide,19078187
VIPD,35805121,Etoposide,1350504
VIPD,35805121,Cisplatin,1397599
VIPD,35805121,Dexamethasone,1518254
VIPD,35805121,Ifosfamide,19078187
CEPP(B),35805122,Cyclophosphamide,1310317
CEPP(B),35805122,Bleomycin,1329241
CEPP(B),35805122,Etoposide,1350504
CEPP(B),35805122,Procarbazine,1351779
CEPP(B),35805122,Prednisone,1551099
DICE,35805123,Carboplatin,1344905
DICE,35805123,Etoposide,1350504
DICE,35805123,Dexamethasone,1518254
DICE,35805123,Ifosfamide,19078187
EPOCH,35805124,Vincristine,1308290
EPOCH,35805124,Cyclophosphamide,1310317
EPOCH,35805124,Doxorubicin,1338512
EPOCH,35805124,Etoposide,1350504
EPOCH,35805124,Prednisone,1551099
"Etoposide, Ifosfamide, Methotrexate",35805125,Methotrexate,1305058
"Etoposide, Ifosfamide, Methotrexate",35805125,Etoposide,1350504
"Etoposide, Ifosfamide, Methotrexate",35805125,Ifosfamide,19078187
ICE,35805126,Carboplatin,1344905
ICE,35805126,Etoposide,1350504
ICE,35805126,Mesna,1354698
ICE,35805126,Ifosfamide,19078187
Erlotinib monotherapy,35805229,erlotinib,1325363
Ado-trastuzumab emtansine monotherapy,35805230,ado-trastuzumab emtansine,43525787
CIM,35805243,Mesna,1354698
CIM,35805243,Cisplatin,1397599
CIM,35805243,Ifosfamide,19078187
Carboplatin and Doxorubicin liposomal,35805245,Carboplatin,1344905
Carboplatin and Doxorubicin liposomal,35805245,doxorubicin liposome,19051649
"Cisplatin, Doxorubicin, Paclitaxel",35805246,Doxorubicin,1338512
"Cisplatin, Doxorubicin, Paclitaxel",35805246,Paclitaxel,1378382
"Cisplatin, Doxorubicin, Paclitaxel",35805246,Cisplatin,1397599
Dactinomycin monotherapy,35805247,Dactinomycin,1311443
Ifosfamide and Paclitaxel,35805248,Paclitaxel,1378382
Ifosfamide and Paclitaxel,35805248,Ifosfamide,19078187
Medroxyprogesterone and Tamoxifen,35805249,Tamoxifen,1436678
Medroxyprogesterone and Tamoxifen,35805249,Medroxyprogesterone,1500211
Megestrol and Tamoxifen,35805250,Megestrol,1300978
Megestrol and Tamoxifen,35805250,Tamoxifen,1436678
Cobimetinib monotherapy,35805321,Cobimetinib,35605804
"Cisplatin, Docetaxel, RT",35805328,docetaxel,1315942
"Cisplatin, Docetaxel, RT",35805328,Cisplatin,1397599
Cisplatin and Etoposide,35805329,Etoposide,1350504
Cisplatin and Etoposide,35805329,Cisplatin,1397599
"Fluorouracil, Paclitaxel, RT",35805331,Fluorouracil,955632
"Fluorouracil, Paclitaxel, RT",35805331,Paclitaxel,1378382
"Cisplatin, Irinotecan, RT",35805332,irinotecan,1367268
"Cisplatin, Irinotecan, RT",35805332,Cisplatin,1397599
CLF,35805333,Fluorouracil,955632
CLF,35805333,Leucovorin,1388796
CLF,35805333,Cisplatin,1397599
"Cisplatin, Etoposide, RT",35805334,Etoposide,1350504
"Cisplatin, Etoposide, RT",35805334,Cisplatin,1397599
CX,35805335,capecitabine,1337620
CX,35805335,Cisplatin,1397599
"Capecitabine, Cisplatin, RT",35805336,capecitabine,1337620
"Capecitabine, Cisplatin, RT",35805336,Cisplatin,1397599
ECX,35805337,capecitabine,1337620
ECX,35805337,Epirubicin,1344354
ECX,35805337,Cisplatin,1397599
EOF,35805338,Fluorouracil,955632
EOF,35805338,oxaliplatin,1318011
EOF,35805338,Epirubicin,1344354
EOX,35805339,oxaliplatin,1318011
EOX,35805339,capecitabine,1337620
EOX,35805339,Epirubicin,1344354
FLEP,35805340,Fluorouracil,955632
FLEP,35805340,Etoposide,1350504
FLEP,35805340,Leucovorin,1388796
FLEP,35805340,Cisplatin,1397599
FLOT,35805341,Fluorouracil,955632
FLOT,35805341,docetaxel,1315942
FLOT,35805341,oxaliplatin,1318011
FLOT,35805341,Leucovorin,1388796
PCF,35805342,Fluorouracil,955632
PCF,35805342,Paclitaxel,1378382
PCF,35805342,Cisplatin,1397599
"Capecitabine, Carboplatin, Paclitaxel, RT",35805343,capecitabine,1337620
"Capecitabine, Carboplatin, Paclitaxel, RT",35805343,Carboplatin,1344905
"Capecitabine, Carboplatin, Paclitaxel, RT",35805343,Paclitaxel,1378382
"Capecitabine, Docetaxel, RT",35805345,docetaxel,1315942
"Capecitabine, Docetaxel, RT",35805345,capecitabine,1337620
"Capecitabine, Docetaxel, Oxaliplatin, RT",35805346,docetaxel,1315942
"Capecitabine, Docetaxel, Oxaliplatin, RT",35805346,oxaliplatin,1318011
"Capecitabine, Docetaxel, Oxaliplatin, RT",35805346,capecitabine,1337620
"Capecitabine, Oxaliplatin, RT",35805347,oxaliplatin,1318011
"Capecitabine, Oxaliplatin, RT",35805347,capecitabine,1337620
"Capecitabine, Paclitaxel, RT",35805348,capecitabine,1337620
"Capecitabine, Paclitaxel, RT",35805348,Paclitaxel,1378382
"Carboplatin, Fluorouracil, RT",35805349,Fluorouracil,955632
"Carboplatin, Fluorouracil, RT",35805349,Carboplatin,1344905
"Carboplatin, Paclitaxel, RT",35805350,Carboplatin,1344905
"Carboplatin, Paclitaxel, RT",35805350,Paclitaxel,1378382
"Cisplatin, Vinorelbine, RT",35805351,vinorelbine,1343346
"Cisplatin, Vinorelbine, RT",35805351,Cisplatin,1397599
"Docetaxel, Fluorouracil, RT",35805352,Fluorouracil,955632
"Docetaxel, Fluorouracil, RT",35805352,docetaxel,1315942
"Fluorouracil, Oxaliplatin, RT",35805353,Fluorouracil,955632
"Fluorouracil, Oxaliplatin, RT",35805353,oxaliplatin,1318011
FOLFOX4 and RT,35805354,Fluorouracil,955632
FOLFOX4 and RT,35805354,oxaliplatin,1318011
FOLFOX4 and RT,35805354,Leucovorin,1388796
ECF/5-FU and RT,35805356,Fluorouracil,955632
ECF/5-FU and RT,35805356,Epirubicin,1344354
ECF/5-FU and RT,35805356,Cisplatin,1397599
"Cisplatin, Fluorouracil, Cetuximab",35805359,Fluorouracil,955632
"Cisplatin, Fluorouracil, Cetuximab",35805359,cetuximab,1315411
"Cisplatin, Fluorouracil, Cetuximab",35805359,Cisplatin,1397599
CF and Trastuzumab,35805360,Fluorouracil,955632
CF and Trastuzumab,35805360,trastuzumab,1387104
CF and Trastuzumab,35805360,Cisplatin,1397599
"Cisplatin, Doxorubicin liposomal, Fluorouracil",35805361,Fluorouracil,955632
"Cisplatin, Doxorubicin liposomal, Fluorouracil",35805361,Cisplatin,1397599
"Cisplatin, Doxorubicin liposomal, Fluorouracil",35805361,doxorubicin liposome,19051649
CX-C,35805362,cetuximab,1315411
CX-C,35805362,capecitabine,1337620
CX-C,35805362,Cisplatin,1397599
CX and Trastuzumab,35805363,capecitabine,1337620
CX and Trastuzumab,35805363,trastuzumab,1387104
CX and Trastuzumab,35805363,Cisplatin,1397599
DCF,35805364,Fluorouracil,955632
DCF,35805364,docetaxel,1315942
DCF,35805364,Cisplatin,1397599
mDCF and Bevacizumab,35805365,Fluorouracil,955632
mDCF and Bevacizumab,35805365,docetaxel,1315942
mDCF and Bevacizumab,35805365,Leucovorin,1388796
mDCF and Bevacizumab,35805365,bevacizumab,1397141
mDCF and Bevacizumab,35805365,Cisplatin,1397599
Docetaxel and Irinotecan,35805366,docetaxel,1315942
Docetaxel and Irinotecan,35805366,irinotecan,1367268
Irinotecan liposomal monotherapy,35805368,irinotecan liposomal,35603068
Irinotecan and Mitomycin,35805369,irinotecan,1367268
Irinotecan and Mitomycin,35805369,Mitomycin,1389036
MCF,35805370,Fluorouracil,955632
MCF,35805370,Mitomycin,1389036
MCF,35805370,Cisplatin,1397599
Paclitaxel and Ramucirumab,35805371,Paclitaxel,1378382
Paclitaxel and Ramucirumab,35805371,ramucirumab,44818489
Ramucirumab monotherapy,35805372,ramucirumab,44818489
Hydroxyurea monotherapy,35805376,hydroxyurea,1377141
Peginterferon alfa-2a monotherapy,35805377,peginterferon alfa-2a,1714165
EVAIA,35805446,Vincristine,1308290
EVAIA,35805446,Dactinomycin,1311443
EVAIA,35805446,Doxorubicin,1338512
EVAIA,35805446,Etoposide,1350504
EVAIA,35805446,Ifosfamide,19078187
VACA,35805447,Vincristine,1308290
VACA,35805447,Cyclophosphamide,1310317
VACA,35805447,Dactinomycin,1311443
VACA,35805447,Doxorubicin,1338512
VACA/IE,35805448,Vincristine,1308290
VACA/IE,35805448,Cyclophosphamide,1310317
VACA/IE,35805448,Dactinomycin,1311443
VACA/IE,35805448,Doxorubicin,1338512
VACA/IE,35805448,Etoposide,1350504
VACA/IE,35805448,Ifosfamide,19078187
VAIA,35805449,Vincristine,1308290
VAIA,35805449,Dactinomycin,1311443
VAIA,35805449,Doxorubicin,1338512
VAIA,35805449,Ifosfamide,19078187
VDC/IE,35805450,Vincristine,1308290
VDC/IE,35805450,Cyclophosphamide,1310317
VDC/IE,35805450,Doxorubicin,1338512
VDC/IE,35805450,Etoposide,1350504
VDC/IE,35805450,Ifosfamide,19078187
VIDE,35805451,Vincristine,1308290
VIDE,35805451,Doxorubicin,1338512
VIDE,35805451,Etoposide,1350504
VIDE,35805451,Ifosfamide,19078187
VAI,35805452,Vincristine,1308290
VAI,35805452,Dactinomycin,1311443
VAI,35805452,Ifosfamide,19078187
Cyclophosphamide and Topotecan,35805453,Cyclophosphamide,1310317
Cyclophosphamide and Topotecan,35805453,Topotecan,1378509
IE,35805454,Etoposide,1350504
IE,35805454,Mesna,1354698
IE,35805454,Ifosfamide,19078187
Irinotecan and Temozolomide,35805455,temozolomide,1341149
Irinotecan and Temozolomide,35805455,irinotecan,1367268
"TC, then IE, VDoxoC, VEC",35805456,Vincristine,1308290
"TC, then IE, VDoxoC, VEC",35805456,Cyclophosphamide,1310317
"TC, then IE, VDoxoC, VEC",35805456,Doxorubicin,1338512
"TC, then IE, VDoxoC, VEC",35805456,Etoposide,1350504
"TC, then IE, VDoxoC, VEC",35805456,Topotecan,1378509
"TC, then IE, VDoxoC, VEC",35805456,Ifosfamide,19078187
VAdCA,35805457,Vincristine,1308290
VAdCA,35805457,Cyclophosphamide,1310317
VAdCA,35805457,Dactinomycin,1311443
VAdCA,35805457,Doxorubicin,1338512
VAdCA/IE,35805458,Vincristine,1308290
VAdCA/IE,35805458,Cyclophosphamide,1310317
VAdCA/IE,35805458,Dactinomycin,1311443
VAdCA/IE,35805458,Doxorubicin,1338512
VAdCA/IE,35805458,Etoposide,1350504
VAdCA/IE,35805458,Ifosfamide,19078187
DEP and RT,35805463,Etoposide,1350504
DEP and RT,35805463,Cisplatin,1397599
DEP and RT,35805463,Dexamethasone,1518254
GELOX/RT,35805465,gemcitabine,1314924
GELOX/RT,35805465,oxaliplatin,1318011
GELOX/RT,35805465,ASPARAGINASE,19012585
LVP .22Sandwich.22,35805466,Vincristine,1308290
LVP .22Sandwich.22,35805466,prednisolone,1550557
LVP .22Sandwich.22,35805466,ASPARAGINASE,19012585
MESA/RT,35805467,Methotrexate,1305058
MESA/RT,35805467,pegaspargase,1326481
MESA/RT,35805467,Etoposide,1350504
MESA/RT,35805467,Dexamethasone,1518254
SMILE,35805468,Methotrexate,1305058
SMILE,35805468,Etoposide,1350504
SMILE,35805468,Mesna,1354698
SMILE,35805468,Dexamethasone,1518254
SMILE,35805468,ASPARAGINASE,19012585
SMILE,35805468,Ifosfamide,19078187
AspaMetDex,35805469,Methotrexate,1305058
AspaMetDex,35805469,Dexamethasone,1518254
AspaMetDex,35805469,ASPARAGINASE,19012585
R-CVP,35805630,Vincristine,1308290
R-CVP,35805630,Cyclophosphamide,1310317
R-CVP,35805630,rituximab,1314273
R-CVP,35805630,Prednisone,1551099
G-CVP,35805633,Vincristine,1308290
G-CVP,35805633,Cyclophosphamide,1310317
G-CVP,35805633,Prednisone,1551099
G-CVP,35805633,obinutuzumab,44507676
G-CHOP,35805634,Vincristine,1308290
G-CHOP,35805634,Cyclophosphamide,1310317
G-CHOP,35805634,Doxorubicin,1338512
G-CHOP,35805634,Prednisone,1551099
G-CHOP,35805634,obinutuzumab,44507676
R-CHVP plus I,35805636,Cyclophosphamide,1310317
R-CHVP plus I,35805636,rituximab,1314273
R-CHVP plus I,35805636,Doxorubicin,1338512
R-CHVP plus I,35805636,Etoposide,1350504
R-CHVP plus I,35805636,prednisolone,1550557
Interferon alfa-2a monotherapy,35805637,Interferon Alfa-2a,1379969
R-FM,35805638,Mitoxantrone,1309188
R-FM,35805638,rituximab,1314273
R-FM,35805638,fludarabine,1395557
R-FND,35805639,Mitoxantrone,1309188
R-FND,35805639,rituximab,1314273
R-FND,35805639,fludarabine,1395557
R-FND,35805639,Dexamethasone,1518254
O-CHOP,35805640,Vincristine,1308290
O-CHOP,35805640,Cyclophosphamide,1310317
O-CHOP,35805640,Doxorubicin,1338512
O-CHOP,35805640,Prednisone,1551099
O-CHOP,35805640,ofatumumab,40167582
R-CMD,35805641,Mitoxantrone,1309188
R-CMD,35805641,rituximab,1314273
R-CMD,35805641,Dexamethasone,1518254
R-CMD,35805641,Cladribine,19054825
VR,35805642,rituximab,1314273
VR,35805642,bortezomib,1336825
FM,35805643,Mitoxantrone,1309188
FM,35805643,fludarabine,1395557
"(90)YFC, then allo HSCT",35805644,Cyclophosphamide,1310317
"(90)YFC, then allo HSCT",35805644,rituximab,1314273
"(90)YFC, then allo HSCT",35805644,fludarabine,1395557
"(90)YFC, then allo HSCT",35805644,ibritumomab tiuxetan,19068830
Bevacizumab and Rituximab,35805645,rituximab,1314273
Bevacizumab and Rituximab,35805645,bevacizumab,1397141
BVR,35805646,rituximab,1314273
BVR,35805646,bortezomib,1336825
BVR,35805646,bendamustine,19015523
Copanlisib monotherapy,35805647,copanlisib,792499
"Lenalidomide, Dexamethasone, Rituximab",35805648,rituximab,1314273
"Lenalidomide, Dexamethasone, Rituximab",35805648,Dexamethasone,1518254
"Lenalidomide, Dexamethasone, Rituximab",35805648,lenalidomide,19026972
PEP-C,35805649,Cyclophosphamide,1310317
PEP-C,35805649,Etoposide,1350504
PEP-C,35805649,Procarbazine,1351779
PEP-C,35805649,Prednisone,1551099
Vorinostat and Rituximab,35805650,rituximab,1314273
Vorinostat and Rituximab,35805650,Vorinostat,1337651
VR-CP,35805651,Cyclophosphamide,1310317
VR-CP,35805651,rituximab,1314273
VR-CP,35805651,bortezomib,1336825
VR-CP,35805651,Prednisone,1551099
"FCR, then allo HSCT",35805652,Cyclophosphamide,1310317
"FCR, then allo HSCT",35805652,rituximab,1314273
"FCR, then allo HSCT",35805652,fludarabine,1395557
"CHOP, then 131Iodine-Tositumomab",35805653,Vincristine,1308290
"CHOP, then 131Iodine-Tositumomab",35805653,Cyclophosphamide,1310317
"CHOP, then 131Iodine-Tositumomab",35805653,Doxorubicin,1338512
"CHOP, then 131Iodine-Tositumomab",35805653,Prednisone,1551099
CHVP,35805654,Cyclophosphamide,1310317
CHVP,35805654,Doxorubicin,1338512
CHVP,35805654,Prednisone,1551099
CHVP,35805654,Teniposide,19136750
CHVP-I,35805655,Cyclophosphamide,1310317
CHVP-I,35805655,Doxorubicin,1338512
CHVP-I,35805655,Interferon Alfa-2b,1380068
CHVP-I,35805655,Prednisone,1551099
CHVP-I,35805655,Teniposide,19136750
COPA,35805656,Vincristine,1308290
COPA,35805656,Cyclophosphamide,1310317
COPA,35805656,Doxorubicin,1338512
COPA,35805656,Prednisone,1551099
"CVP, then 131Iodine-Tositumomab",35805657,Vincristine,1308290
"CVP, then 131Iodine-Tositumomab",35805657,Cyclophosphamide,1310317
"CVP, then 131Iodine-Tositumomab",35805657,Prednisone,1551099
"Fludarabine, then 131Iodine-Tositumomab",35805658,fludarabine,1395557
FND,35805659,Mitoxantrone,1309188
FND,35805659,fludarabine,1395557
FND,35805659,Dexamethasone,1518254
MCP,35805661,Mitoxantrone,1309188
MCP,35805661,Chlorambucil,1390051
MCP,35805661,Prednisone,1551099
FMP,35805662,Mitoxantrone,1309188
FMP,35805662,fludarabine,1395557
FMP,35805662,Prednisone,1551099
FP/Capecitabine and RT,35805679,Fluorouracil,955632
FP/Capecitabine and RT,35805679,capecitabine,1337620
FP/Capecitabine and RT,35805679,Cisplatin,1397599
Cisplatin and S-1,35805680,Cisplatin,1397599
Docetaxel and S-1,35805681,docetaxel,1315942
"Fluorouracil, Folinic acid, Mitomycin",35805682,Fluorouracil,955632
"Fluorouracil, Folinic acid, Mitomycin",35805682,Leucovorin,1388796
"Fluorouracil, Folinic acid, Mitomycin",35805682,Mitomycin,1389036
OLF,35805683,Fluorouracil,955632
OLF,35805683,oxaliplatin,1318011
OLF,35805683,Leucovorin,1388796
Paclitaxel and S-1,35805684,Paclitaxel,1378382
UFTM,35805685,Mitomycin,1389036
Doxifluridine and Mitomycin,35805686,Mitomycin,1389036
FAM,35805687,Fluorouracil,955632
FAM,35805687,Doxorubicin,1338512
FAM,35805687,Mitomycin,1389036
FAMTX,35805688,Fluorouracil,955632
FAMTX,35805688,Methotrexate,1305058
FAMTX,35805688,Doxorubicin,1338512
FEMTX,35805689,Fluorouracil,955632
FEMTX,35805689,Methotrexate,1305058
FEMTX,35805689,Epirubicin,1344354
Pazopanib monotherapy,35805690,pazopanib,40167554
Sunitinib monotherapy,35805691,sunitinib,1336539
Bevacizumab and RT,35805711,bevacizumab,1397141
Carmustine and RT,35805712,Carmustine,1350066
Temozolomide and low-dose RT,35805714,temozolomide,1341149
Temozolomide and NovoTTF-100A,35805715,temozolomide,1341149
Hydroxyurea and Imatinib,35805718,imatinib,1304107
Hydroxyurea and Imatinib,35805718,hydroxyurea,1377141
Lomustine monotherapy,35805719,Lomustine,1391846
dmCODOX-M - Modified Magrath,35805751,Methotrexate,1305058
dmCODOX-M - Modified Magrath,35805751,Vincristine,1308290
dmCODOX-M - Modified Magrath,35805751,Cyclophosphamide,1310317
dmCODOX-M - Modified Magrath,35805751,Doxorubicin,1338512
dmCODOX-M/IVAC - Modified Magrath,35805752,Methotrexate,1305058
dmCODOX-M/IVAC - Modified Magrath,35805752,Vincristine,1308290
